Weapon: Dragon Slayer, Skin: White Gold, MeshPart: Cube, ColorMap: rbxassetid://16320647691, MetalnessMap: rbxassetid://16320646657, NormalMap: rbxassetid://16320649195, RoughnessMap: rbxassetid://16320648460
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cube, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cube.002, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cylinder.017, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Massacre, MeshPart: Cube.005, ColorMap: rbxassetid://16314644440, MetalnessMap: rbxassetid://16314640820, NormalMap: rbxassetid://16314642239, RoughnessMap: rbxassetid://16314643061
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cylinder, ColorMap: rbxassetid://16443559697, MetalnessMap: rbxassetid://16443559252, NormalMap: rbxassetid://16443558701, RoughnessMap: rbxassetid://16443558059
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cube, ColorMap: rbxassetid://16443559697, MetalnessMap: rbxassetid://16443559252, NormalMap: rbxassetid://16443558701, RoughnessMap: rbxassetid://16443558059
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cube.002, ColorMap: rbxassetid://16443559697, MetalnessMap: rbxassetid://16443559252, NormalMap: rbxassetid://16443558701, RoughnessMap: rbxassetid://16443558059
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cylinder.017, ColorMap: rbxassetid://16443559697, MetalnessMap: rbxassetid://16443559252, NormalMap: rbxassetid://16443558701, RoughnessMap: rbxassetid://16443558059
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cube.005, ColorMap: rbxassetid://16443559697, MetalnessMap: rbxassetid://16443559252, NormalMap: rbxassetid://16443558701, RoughnessMap: rbxassetid://16443558059
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cylinder, ColorMap: rbxassetid://16314703823, MetalnessMap: rbxassetid://16314702397, NormalMap: rbxassetid://16314701643, RoughnessMap: rbxassetid://16314704524
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cube, ColorMap: rbxassetid://16314703823, MetalnessMap: rbxassetid://16314702397, NormalMap: rbxassetid://16314701643, RoughnessMap: rbxassetid://16314704524
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cube.002, ColorMap: rbxassetid://16314703823, MetalnessMap: rbxassetid://16314702397, NormalMap: rbxassetid://16314701643, RoughnessMap: rbxassetid://16314704524
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cylinder.017, ColorMap: rbxassetid://16314703823, MetalnessMap: rbxassetid://16314702397, NormalMap: rbxassetid://16314701643, RoughnessMap: rbxassetid://16314704524
Weapon: Saw Blades, Skin: Luxury Combo, MeshPart: Cube.005, ColorMap: rbxassetid://16314703823, MetalnessMap: rbxassetid://16314702397, NormalMap: rbxassetid://16314701643, RoughnessMap: rbxassetid://16314704524
Weapon: Saw Blades, Skin: Playful, MeshPart: Cylinder, ColorMap: rbxassetid://16261040567, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cube, ColorMap: rbxassetid://16261040567, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cube.002, ColorMap: rbxassetid://16261040567, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cylinder.017, ColorMap: rbxassetid://16261040567, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cube.005, ColorMap: rbxassetid://16261040567, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cylinder, ColorMap: rbxassetid://16261052383, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cube, ColorMap: rbxassetid://16261052383, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cube.002, ColorMap: rbxassetid://16261052383, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cylinder.017, ColorMap: rbxassetid://16261052383, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Playful, MeshPart: Cube.005, ColorMap: rbxassetid://16261052383, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cylinder, ColorMap: rbxassetid://16261045463, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cube, ColorMap: rbxassetid://16261045463, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cube.002, ColorMap: rbxassetid://16261045463, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cylinder.017, ColorMap: rbxassetid://16261045463, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cube.005, ColorMap: rbxassetid://16261045463, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cylinder, ColorMap: rbxassetid://16261049534, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cube, ColorMap: rbxassetid://16261049534, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cube.002, ColorMap: rbxassetid://16261049534, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cylinder.017, ColorMap: rbxassetid://16261049534, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Grin, MeshPart: Cube.005, ColorMap: rbxassetid://16261049534, MetalnessMap: rbxassetid://15172840721, NormalMap: rbxassetid://15172841228, RoughnessMap: rbxassetid://15172840794
Weapon: Saw Blades, Skin: Godded, MeshPart: Cylinder, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cube, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cube.002, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cylinder.017, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cylinder, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cube, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cube.002, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Saw Blades, Skin: Godded, MeshPart: Cylinder.017, ColorMap: rbxassetid://16614433339, MetalnessMap: rbxassetid://16614432427, NormalMap: rbxassetid://16614431653, RoughnessMap: rbxassetid://16614430483
Weapon: Khopesh, Skin: White Gold, MeshPart: Khopesh, ColorMap: rbxassetid://16305400225, MetalnessMap: rbxassetid://16305399755, NormalMap: rbxassetid://16305399454, RoughnessMap: rbxassetid://16305400640
Weapon: Khopesh, Skin: White Gold, MeshPart: Khopesh.001, ColorMap: rbxassetid://16305400225, MetalnessMap: rbxassetid://16305399755, NormalMap: rbxassetid://16305399454, RoughnessMap: rbxassetid://16305400640
Weapon: Khopesh, Skin: White Gold, MeshPart: Khopesh.002, ColorMap: rbxassetid://16305400225, MetalnessMap: rbxassetid://16305399755, NormalMap: rbxassetid://16305399454, RoughnessMap: rbxassetid://16305400640
Weapon: Khopesh, Skin: White Gold, MeshPart: Khopesh.003, ColorMap: rbxassetid://16305400225, MetalnessMap: rbxassetid://16305399755, NormalMap: rbxassetid://16305399454, RoughnessMap: rbxassetid://16305400640
Weapon: Khopesh, Skin: White Gold, MeshPart: Khopesh.004, ColorMap: rbxassetid://16305400225, MetalnessMap: rbxassetid://16305399755, NormalMap: rbxassetid://16305399454, RoughnessMap: rbxassetid://16305400640
Weapon: Khopesh, Skin: Golden, MeshPart: Khopesh, ColorMap: rbxassetid://16444787577, MetalnessMap: rbxassetid://16444787168, NormalMap: rbxassetid://16444786852, RoughnessMap: rbxassetid://16444786285
Weapon: Khopesh, Skin: Golden, MeshPart: Khopesh.001, ColorMap: rbxassetid://16444787577, MetalnessMap: rbxassetid://16444787168, NormalMap: rbxassetid://16444786852, RoughnessMap: rbxassetid://16444786285
Weapon: Khopesh, Skin: Golden, MeshPart: Khopesh.002, ColorMap: rbxassetid://16444787577, MetalnessMap: rbxassetid://16444787168, NormalMap: rbxassetid://16444786852, RoughnessMap: rbxassetid://16444786285
Weapon: Khopesh, Skin: Golden, MeshPart: Khopesh.003, ColorMap: rbxassetid://16444787577, MetalnessMap: rbxassetid://16444787168, NormalMap: rbxassetid://16444786852, RoughnessMap: rbxassetid://16444786285
Weapon: Khopesh, Skin: Golden, MeshPart: Khopesh.004, ColorMap: rbxassetid://16444787577, MetalnessMap: rbxassetid://16444787168, NormalMap: rbxassetid://16444786852, RoughnessMap: rbxassetid://16444786285
Weapon: Khopesh, Skin: Crimson, MeshPart: Khopesh, ColorMap: rbxassetid://16305367690, MetalnessMap: rbxassetid://16305367156, NormalMap: rbxassetid://16305366818, RoughnessMap: rbxassetid://16305378902
Weapon: Khopesh, Skin: Crimson, MeshPart: Khopesh.001, ColorMap: rbxassetid://16305367690, MetalnessMap: rbxassetid://16305367156, NormalMap: rbxassetid://16305366818, RoughnessMap: rbxassetid://16305378902
Weapon: Khopesh, Skin: Crimson, MeshPart: Khopesh.002, ColorMap: rbxassetid://16305367690, MetalnessMap: rbxassetid://16305367156, NormalMap: rbxassetid://16305366818, RoughnessMap: rbxassetid://16305378902
Weapon: Khopesh, Skin: Crimson, MeshPart: Khopesh.003, ColorMap: rbxassetid://16305367690, MetalnessMap: rbxassetid://16305367156, NormalMap: rbxassetid://16305366818, RoughnessMap: rbxassetid://16305378902
Weapon: Khopesh, Skin: Crimson, MeshPart: Khopesh.004, ColorMap: rbxassetid://16305367690, MetalnessMap: rbxassetid://16305367156, NormalMap: rbxassetid://16305366818, RoughnessMap: rbxassetid://16305378902
Weapon: Khopesh, Skin: Ruby, MeshPart: Khopesh, ColorMap: rbxassetid://16305349095, MetalnessMap: rbxassetid://16305348727, NormalMap: rbxassetid://16305348461, RoughnessMap: rbxassetid://16305349388
Weapon: Khopesh, Skin: Ruby, MeshPart: Khopesh.001, ColorMap: rbxassetid://16305349095, MetalnessMap: rbxassetid://16305348727, NormalMap: rbxassetid://16305348461, RoughnessMap: rbxassetid://16305349388
Weapon: Khopesh, Skin: Ruby, MeshPart: Khopesh.002, ColorMap: rbxassetid://16305349095, MetalnessMap: rbxassetid://16305348727, NormalMap: rbxassetid://16305348461, RoughnessMap: rbxassetid://16305349388
Weapon: Khopesh, Skin: Ruby, MeshPart: Khopesh.003, ColorMap: rbxassetid://16305349095, MetalnessMap: rbxassetid://16305348727, NormalMap: rbxassetid://16305348461, RoughnessMap: rbxassetid://16305349388
Weapon: Khopesh, Skin: Ruby, MeshPart: Khopesh.004, ColorMap: rbxassetid://16305349095, MetalnessMap: rbxassetid://16305348727, NormalMap: rbxassetid://16305348461, RoughnessMap: rbxassetid://16305349388
Weapon: Khopesh, Skin: Sapphire, MeshPart: Khopesh, ColorMap: rbxassetid://16305329688, MetalnessMap: rbxassetid://16305329252, NormalMap: rbxassetid://16305329020, RoughnessMap: rbxassetid://16305330480
Weapon: Khopesh, Skin: Sapphire, MeshPart: Khopesh.001, ColorMap: rbxassetid://16305329688, MetalnessMap: rbxassetid://16305329252, NormalMap: rbxassetid://16305329020, RoughnessMap: rbxassetid://16305330480
Weapon: Khopesh, Skin: Sapphire, MeshPart: Khopesh.002, ColorMap: rbxassetid://16305329688, MetalnessMap: rbxassetid://16305329252, NormalMap: rbxassetid://16305329020, RoughnessMap: rbxassetid://16305330480
Weapon: Khopesh, Skin: Sapphire, MeshPart: Khopesh.003, ColorMap: rbxassetid://16305329688, MetalnessMap: rbxassetid://16305329252, NormalMap: rbxassetid://16305329020, RoughnessMap: rbxassetid://16305330480
Weapon: Khopesh, Skin: Sapphire, MeshPart: Khopesh.004, ColorMap: rbxassetid://16305329688, MetalnessMap: rbxassetid://16305329252, NormalMap: rbxassetid://16305329020, RoughnessMap: rbxassetid://16305330480
Weapon: Khopesh, Skin: Cyan, MeshPart: Khopesh, ColorMap: rbxassetid://16442544546, MetalnessMap: rbxassetid://16442544135, NormalMap: rbxassetid://16442543768, RoughnessMap: rbxassetid://16442545006
Weapon: Khopesh, Skin: Cyan, MeshPart: Khopesh.001, ColorMap: rbxassetid://16442544546, MetalnessMap: rbxassetid://16442544135, NormalMap: rbxassetid://16442543768, RoughnessMap: rbxassetid://16442545006
Weapon: Khopesh, Skin: Cyan, MeshPart: Khopesh.002, ColorMap: rbxassetid://16442544546, MetalnessMap: rbxassetid://16442544135, NormalMap: rbxassetid://16442543768, RoughnessMap: rbxassetid://16442545006
Weapon: Khopesh, Skin: Cyan, MeshPart: Khopesh.003, ColorMap: rbxassetid://16442544546, MetalnessMap: rbxassetid://16442544135, NormalMap: rbxassetid://16442543768, RoughnessMap: rbxassetid://16442545006
Weapon: Khopesh, Skin: Cyan, MeshPart: Khopesh.004, ColorMap: rbxassetid://16442544546, MetalnessMap: rbxassetid://16442544135, NormalMap: rbxassetid://16442543768, RoughnessMap: rbxassetid://16442545006
Weapon: Khopesh, Skin: Red, MeshPart: Khopesh, ColorMap: rbxassetid://16442655603, MetalnessMap: rbxassetid://16442656889, NormalMap: rbxassetid://16442656889, RoughnessMap: rbxassetid://16442652891
Weapon: Khopesh, Skin: Red, MeshPart: Khopesh.001, ColorMap: rbxassetid://16442655603, MetalnessMap: rbxassetid://16442656889, NormalMap: rbxassetid://16442656889, RoughnessMap: rbxassetid://16442652891
Weapon: Khopesh, Skin: Red, MeshPart: Khopesh.002, ColorMap: rbxassetid://16442655603, MetalnessMap: rbxassetid://16442656889, NormalMap: rbxassetid://16442656889, RoughnessMap: rbxassetid://16442652891
Weapon: Khopesh, Skin: Red, MeshPart: Khopesh.003, ColorMap: rbxassetid://16442655603, MetalnessMap: rbxassetid://16442656889, NormalMap: rbxassetid://16442656889, RoughnessMap: rbxassetid://16442652891
Weapon: Khopesh, Skin: Red, MeshPart: Khopesh.004, ColorMap: rbxassetid://16442655603, MetalnessMap: rbxassetid://16442656889, NormalMap: rbxassetid://16442656889, RoughnessMap: rbxassetid://16442652891
Weapon: Khopesh, Skin: Soft Green, MeshPart: Khopesh, ColorMap: rbxassetid://16300985819, MetalnessMap: rbxassetid://16300984822, NormalMap: rbxassetid://16300984397, RoughnessMap: rbxassetid://16300983476
Weapon: Khopesh, Skin: Soft Green, MeshPart: Khopesh.001, ColorMap: rbxassetid://16300985819, MetalnessMap: rbxassetid://16300984822, NormalMap: rbxassetid://16300984397, RoughnessMap: rbxassetid://16300983476
Weapon: Khopesh, Skin: Soft Green, MeshPart: Khopesh.002, ColorMap: rbxassetid://16300985819, MetalnessMap: rbxassetid://16300984822, NormalMap: rbxassetid://16300984397, RoughnessMap: rbxassetid://16300983476
Weapon: Khopesh, Skin: Soft Green, MeshPart: Khopesh.003, ColorMap: rbxassetid://16300985819, MetalnessMap: rbxassetid://16300984822, NormalMap: rbxassetid://16300984397, RoughnessMap: rbxassetid://16300983476
Weapon: Khopesh, Skin: Soft Green, MeshPart: Khopesh.004, ColorMap: rbxassetid://16300985819, MetalnessMap: rbxassetid://16300984822, NormalMap: rbxassetid://16300984397, RoughnessMap: rbxassetid://16300983476
Weapon: Thrusting Blades, Skin: Red Squares, MeshPart: Twinblade.001, ColorMap: rbxassetid://16304768074, MetalnessMap: rbxassetid://16304767624, NormalMap: rbxassetid://16304787634, RoughnessMap: rbxassetid://16304768317
Weapon: Thrusting Blades, Skin: Red Squares, MeshPart: Twinblade.002, ColorMap: rbxassetid://16304768074, MetalnessMap: rbxassetid://16304767624, NormalMap: rbxassetid://16304787634, RoughnessMap: rbxassetid://16304768317
Weapon: Thrusting Blades, Skin: Red Squares, MeshPart: Twinblade.019, ColorMap: rbxassetid://16304768074, MetalnessMap: rbxassetid://16304767624, NormalMap: rbxassetid://16304787634, RoughnessMap: rbxassetid://16304768317
Weapon: Thrusting Blades, Skin: Blue Marble, MeshPart: Twinblade.001, ColorMap: rbxassetid://16429764776, MetalnessMap: rbxassetid://16429764477, NormalMap: rbxassetid://16429764172, RoughnessMap: rbxassetid://16429763649
Weapon: Thrusting Blades, Skin: Blue Marble, MeshPart: Twinblade.002, ColorMap: rbxassetid://16429764776, MetalnessMap: rbxassetid://16429764477, NormalMap: rbxassetid://16429764172, RoughnessMap: rbxassetid://16429763649
Weapon: Thrusting Blades, Skin: Blue Marble, MeshPart: Twinblade.019, ColorMap: rbxassetid://16429764776, MetalnessMap: rbxassetid://16429764477, NormalMap: rbxassetid://16429764172, RoughnessMap: rbxassetid://16429763649
Weapon: Thrusting Blades, Skin: White Gold, MeshPart: Twinblade.001, ColorMap: rbxassetid://16305435344, MetalnessMap: rbxassetid://16305434830, NormalMap: rbxassetid://16305434608, RoughnessMap: rbxassetid://16305435647
Weapon: Thrusting Blades, Skin: White Gold, MeshPart: Twinblade.002, ColorMap: rbxassetid://16305435344, MetalnessMap: rbxassetid://16305434830, NormalMap: rbxassetid://16305434608, RoughnessMap: rbxassetid://16305435647
Weapon: Thrusting Blades, Skin: White Gold, MeshPart: Twinblade.019, ColorMap: rbxassetid://16305435344, MetalnessMap: rbxassetid://16305434830, NormalMap: rbxassetid://16305434608, RoughnessMap: rbxassetid://16305435647
Weapon: Thrusting Blades, Skin: Square Diamond, MeshPart: Twinblade.001, ColorMap: rbxassetid://16297246387, MetalnessMap: rbxassetid://16297245927, NormalMap: rbxassetid://16297245480, RoughnessMap: rbxassetid://16297244875
Weapon: Thrusting Blades, Skin: Square Diamond, MeshPart: Twinblade.002, ColorMap: rbxassetid://16297246387, MetalnessMap: rbxassetid://16297245927, NormalMap: rbxassetid://16297245480, RoughnessMap: rbxassetid://16297244875
Weapon: Thrusting Blades, Skin: Square Diamond, MeshPart: Twinblade.019, ColorMap: rbxassetid://16297246387, MetalnessMap: rbxassetid://16297245927, NormalMap: rbxassetid://16297245480, RoughnessMap: rbxassetid://16297244875
Weapon: Thrusting Blades, Skin: Golden, MeshPart: Twinblade.001, ColorMap: rbxassetid://16430652993, MetalnessMap: rbxassetid://16430652597, NormalMap: rbxassetid://16430652376, RoughnessMap: rbxassetid://16430651711
Weapon: Thrusting Blades, Skin: Golden, MeshPart: Twinblade.002, ColorMap: rbxassetid://16430652993, MetalnessMap: rbxassetid://16430652597, NormalMap: rbxassetid://16430652376, RoughnessMap: rbxassetid://16430651711
Weapon: Thrusting Blades, Skin: Golden, MeshPart: Twinblade.019, ColorMap: rbxassetid://16430652993, MetalnessMap: rbxassetid://16430652597, NormalMap: rbxassetid://16430652376, RoughnessMap: rbxassetid://16430651711
Weapon: Thrusting Blades, Skin: Purple Marble, MeshPart: Twinblade.001, ColorMap: rbxassetid://16299319390, MetalnessMap: rbxassetid://16299320838, NormalMap: rbxassetid://16299320493, RoughnessMap: rbxassetid://16299319715
Weapon: Thrusting Blades, Skin: Purple Marble, MeshPart: Twinblade.002, ColorMap: rbxassetid://16299319390, MetalnessMap: rbxassetid://16299320838, NormalMap: rbxassetid://16299320493, RoughnessMap: rbxassetid://16299319715
Weapon: Thrusting Blades, Skin: Purple Marble, MeshPart: Twinblade.019, ColorMap: rbxassetid://16299319390, MetalnessMap: rbxassetid://16299320838, NormalMap: rbxassetid://16299320493, RoughnessMap: rbxassetid://16299319715
Weapon: Thrusting Blades, Skin: Green, MeshPart: Twinblade.001, ColorMap: rbxassetid://16297082504, MetalnessMap: rbxassetid://16297083590, NormalMap: rbxassetid://16297083276, RoughnessMap: rbxassetid://16297082827
Weapon: Thrusting Blades, Skin: Green, MeshPart: Twinblade.002, ColorMap: rbxassetid://16297082504, MetalnessMap: rbxassetid://16297083590, NormalMap: rbxassetid://16297083276, RoughnessMap: rbxassetid://16297082827
Weapon: Thrusting Blades, Skin: Green, MeshPart: Twinblade.019, ColorMap: rbxassetid://16297082504, MetalnessMap: rbxassetid://16297083590, NormalMap: rbxassetid://16297083276, RoughnessMap: rbxassetid://16297082827
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: Body, ColorMap: rbxassetid://16350794201, MetalnessMap: rbxassetid://16350793976, NormalMap: rbxassetid://16350793852, RoughnessMap: rbxassetid://16350793647
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: Arrow, ColorMap: rbxassetid://15315010281, MetalnessMap: rbxassetid://15314994925, NormalMap: rbxassetid://15314998026, RoughnessMap: rbxassetid://15314996856
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: String, ColorMap: rbxassetid://16350794201, MetalnessMap: rbxassetid://16350793976, NormalMap: rbxassetid://16350793852, RoughnessMap: rbxassetid://16350793647
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: Grip, ColorMap: rbxassetid://16350794201, MetalnessMap: rbxassetid://16350793976, NormalMap: rbxassetid://16350793852, RoughnessMap: rbxassetid://16350793647
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: Firstgrip, ColorMap: rbxassetid://16350794201, MetalnessMap: rbxassetid://16350793976, NormalMap: rbxassetid://16350793852, RoughnessMap: rbxassetid://16350793647
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: Clips, ColorMap: rbxassetid://16350794201, MetalnessMap: rbxassetid://16350793976, NormalMap: rbxassetid://16350793852, RoughnessMap: rbxassetid://16350793647
Weapon: Primal Bow, Skin: Soft Blue, MeshPart: Handle, ColorMap: rbxassetid://16350794201, MetalnessMap: rbxassetid://16350793976, NormalMap: rbxassetid://16350793852, RoughnessMap: rbxassetid://16350793647
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: Body, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: Arrow, ColorMap: rbxassetid://15315010281, MetalnessMap: rbxassetid://15314994925, NormalMap: rbxassetid://15314998026, RoughnessMap: rbxassetid://15314996856
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: String, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: Grip, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: Firstgrip, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: Clips, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Soft Yellow, MeshPart: Handle, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Blue, MeshPart: Body, ColorMap: rbxassetid://16350076639, MetalnessMap: rbxassetid://16350076408, NormalMap: rbxassetid://16350076226, RoughnessMap: rbxassetid://16350075812
Weapon: Primal Bow, Skin: Blue, MeshPart: Arrow, ColorMap: rbxassetid://15315010281, MetalnessMap: rbxassetid://15314994925, NormalMap: rbxassetid://15314998026, RoughnessMap: rbxassetid://15314996856
Weapon: Primal Bow, Skin: Blue, MeshPart: String, ColorMap: rbxassetid://16350076639, MetalnessMap: rbxassetid://16350076408, NormalMap: rbxassetid://16350076226, RoughnessMap: rbxassetid://16350075812
Weapon: Primal Bow, Skin: Blue, MeshPart: Grip, ColorMap: rbxassetid://16350076639, MetalnessMap: rbxassetid://16350076408, NormalMap: rbxassetid://16350076226, RoughnessMap: rbxassetid://16350075812
Weapon: Primal Bow, Skin: Blue, MeshPart: Firstgrip, ColorMap: rbxassetid://16350076639, MetalnessMap: rbxassetid://16350076408, NormalMap: rbxassetid://16350076226, RoughnessMap: rbxassetid://16350075812
Weapon: Primal Bow, Skin: Blue, MeshPart: Clips, ColorMap: rbxassetid://16350076639, MetalnessMap: rbxassetid://16350076408, NormalMap: rbxassetid://16350076226, RoughnessMap: rbxassetid://16350075812
Weapon: Primal Bow, Skin: Blue, MeshPart: Handle, ColorMap: rbxassetid://16350076639, MetalnessMap: rbxassetid://16350076408, NormalMap: rbxassetid://16350076226, RoughnessMap: rbxassetid://16350075812
Weapon: Primal Bow, Skin: Red, MeshPart: Body, ColorMap: rbxassetid://16350858665, MetalnessMap: rbxassetid://16350858456, NormalMap: rbxassetid://16350859517, RoughnessMap: rbxassetid://16350858142
Weapon: Primal Bow, Skin: Red, MeshPart: Arrow, ColorMap: rbxassetid://15315010281, MetalnessMap: rbxassetid://15314994925, NormalMap: rbxassetid://15314998026, RoughnessMap: rbxassetid://15314996856
